"|","|__name","|__party","|__rank","|__title","|__thomas","|__bioguide","|__chamber"
"","Jim Banks","majority","10","","","B001299",""
"","Walter B. Jones","majority","11","","00612","J000255",""
"","Rob Bishop","majority","12","","01753","B001250",""
"","Robert J. Wittman","majority","13","","01886","W000804",""
"","Mo Brooks","majority","14","","01987","B001274",""
"","Niki Tsongas","minority","1","Ranking Member","01884","T000465",""
"","James R. Langevin","minority","2","","01668","L000559",""
"","Jim Cooper","minority","3","","00231","C000754",""
"","Marc A. Veasey","minority","4","","02166","V000131",""
"","Ruben Gallego","minority","5","","02226","G000574",""
"","Jacky Rosen","minority","6","","","R000608",""
"","Salud O. Carbajal","minority","7","","","C001112",""
"","Anthony G. Brown","minority","8","","","B001304",""
"","Tom O’Halleran","minority","9","","","O000171",""
"","Thomas R. Suozzi","minority","10","","","S001201",""
"","Jimmy Panetta","minority","11","","","P000613",""
"HSAS26","Elise M. Stefanik","majority","1","Chair","02263","S001196",""
"","Bill Shuster","majority","2","","01681","S001154",""
"","Brad R. Wenstrup","majority","3","","02152","W000815",""
"","Ralph Lee Abraham","majority","4","","02244","A000374",""
"","Liz Cheney","majority","5","Vice Chair","","C001109",""
"","Joe Wilson","majority","6","","01688","W000795",""
"","Frank A. LoBiondo","majority","7","","00699","L000554",""
"","Doug Lamborn","majority","9","","01834","L000564",""
"","Austin Scott","majority","10","","02009","S001189",""
"","James R. Langevin","minority","1","Ranking Member","01668","L000559",""
"","Rick Larsen","minority","2","","01675","L000560",""
"","Jim Cooper","minority","3","","00231","C000754",""
"","Jackie Speier","minority","4","","01890","S001175",""
"","Marc A. Veasey","minority","5","","02166","V000131",""
"","Tulsi Gabbard","minority","6","","02122","G000571",""
"","Beto O’Rourke","minority","7","","02162","O000170",""
"","Stephanie N. Murphy","minority","8","","","M001202",""
"HSAS28","Robert J. Wittman","majority","1","Chair","01886","W000804",""
"","K. Michael Conaway","majority","2","","01805","C001062",""
"","Vicky Hartzler","majority","3","","02032","H001053",""
"","Bradley Byrne","majority","4","Vice Chair","02197","B001289",""
"","Scott DesJarlais","majority","5","","02062","D000616",""
"","Mike Gallagher","majority","6","","","G000579",""
"","Duncan Hunter","majority","7","","01909","H001048",""
"","Paul Cook","majority","8","","02103","C001094",""
"","Jim Bridenstine","majority","9","","02155","B001283",""
"","Stephen Knight","majority","10","","02228","K000387",""
"","Ralph Lee Abraham","majority","11","","02244","A000374",""
"","Joe Courtney","minority","1","Ranking Member","01836","C001069",""
"","Susan A. Davis","minority","2","","01641","D000598",""
"","James R. Langevin","minority","3","","01668","L000559",""
"","Madeleine Z. Bordallo","minority","4","","01723","B001245",""
"","John Garamendi","minority","5","","01973","G000559",""
"","Donald Norcross","minority","6","","02202","N000188",""
"","Seth Moulton","minority","7","","02246","M001196",""
"","Colleen Hanabusa","minority","8","","02010","H001050",""
"","A. Donald McEachin","minority","9","","","M001200",""
"HSAS29","Mike Rogers","majority","1","Chair","01704","R000575",""
"","Doug Lamborn","majority","3","","01834","L000564",""
"","Duncan Hunter","majority","4","","01909","H001048",""
"","Mo Brooks","majority","5","","01987","B001274",""
"","Jim Bridenstine","majority","6","","02155","B001283",""
"","Michael R. Turner","majority","7","","01741","T000463",""
"","Mike Coffman","majority","8","","01912","C001077",""
"","Bradley Byrne","majority","9","","02197","B001289",""
"","Sam Graves","majority","10","","01656","G000546",""
"","Jim Cooper","minority","1","Ranking Member","00231","C000754",""
"","Susan A. Davis","minority","2","","01641","D000598",""
"","Rick Larsen","minority","3","","01675","L000560",""
"","John Garamendi","minority","4","","01973","G000559",""
"","Beto O’Rourke","minority","5","","02162","O000170",""
"","Donald Norcross","minority","6","","02202","N000188",""
"","Colleen Hanabusa","minority","7","","02010","H001050",""
"","Ro Khanna","minority","8","","","K000389",""
"HSBA","Jeb Hensarling","majority","1","Chair","01749","H001036",""
"","Peter T. King","majority","2","","00635","K000210",""
"","Edward R. Royce","majority","3","","00998","R000487",""
"","Frank D. Lucas","majority","4","","00711","L000491",""
"","Patrick T. McHenry","majority","5","","01792","M001156",""
"","Stevan Pearce","majority","6","","01738","P000588",""
"","Bill Posey","majority","7","","01915","P000599",""
"","Blaine Luetkemeyer","majority","8","","01931","L000569",""
"","Bill Huizenga","majority","9","","02028","H001058",""
"","Sean P. Duffy","majority","10","","02072","D000614",""
"","Steve Stivers","majority","11","","02047","S001187",""
"","Randy Hultgren","majority","12","","02015","H001059",""
"","Dennis A. Ross","majority","13","","02003","R000593",""
"","Robert Pittenger","majority","14","","02141","P000606",""
"","Ann Wagner","majority","15","","02137","W000812",""
"","Andy Barr","majority","16","","02131","B001282",""
"","Keith J. Rothfus","majority","17","","02158","R000598",""
"","Luke Messer","majority","18","","02130","M001189",""
"","Scott R. Tipton","majority","19","","01997","T000470",""
"","Roger Williams","majority","20","","02165","W000816",""
"","Bruce Poliquin","majority","21","","02247","P000611",""
"","Mia B. Love","majority","22","","02271","L000584",""
"","J. French Hill","majority","23","","02223","H001072",""
"","Tom Emmer","majority","24","","02253","E000294",""
"","Lee M. Zeldin","majority","25","","02261","Z000017",""
"","David A. Trott","majority","26","","02250","T000475",""
"","Barry Loudermilk","majority","27","","02238","L000583",""
"","Alexander X. Mooney","majority","28","","02277","M001195",""
"","Thomas MacArthur","majority","29","","02258","M001193",""
"","Warren Davidson","majority","30","","02296","D000626",""
"","Ted Budd","majority","31","","","B001305",""
"","David Kustoff","majority","32","","","K000392",""
"","Claudia Tenney","majority","33","","","T000478",""
"","Trey Hollingsworth","majority","34","","","H001074",""
"","Maxine Waters","minority","1","Ranking Member","01205","W000187",""
"","Carolyn B. Maloney","minority","2","","00729","M000087",""
"","Nydia M. Velázquez","minority","3","","01184","V000081",""
"","Brad Sherman","minority","4","","01526","S000344",""
"","Gregory W. Meeks","minority","5","","01506","M001137",""
"","Michael E. Capuano","minority","6","","01564","C001037",""
"","Wm. Lacy Clay","minority","7","","01654","C001049",""
"","Stephen F. Lynch","minority","8","","01686","L000562",""
"","David Scott","minority","9","","01722","S001157",""
"","Al Green","minority","10","","01803","G000553",""
"","Emanuel Cleaver","minority","11","","01790","C001061",""
"","Gwen Moore","minority","12","","01811","M001160",""
"","Keith Ellison","minority","13","","01857","E000288",""
"","Ed Perlmutter","minority","14","","01835","P000593",""
"","James A. Himes","minority","15","","01913","H001047",""
"","Bill Foster","minority","16","","01888","F000454",""
"","Daniel T. Kildee","minority","17","","02134","K000380",""
"","John K. Delaney","minority","18","","02133","D000620",""
"","Kyrsten Sinema","minority","19","","02099","S001191",""
"","Joyce Beatty","minority","20","","02153","B001281",""
"","Denny Heck","minority","21","","02170","H001064",""
"","Juan Vargas","minority","22","","02112","V000130",""
"","Josh Gottheimer","minority","23","","","G000583",""
"","Vicente Gonzalez","minority","24","","","G000581",""
"","Charlie Crist","minority","25","","","C001111",""
"","Ruben J. Kihuen","minority","26","","","K000390",""
"HSBA01","Stevan Pearce","majority","1","Chair","01738","P000588",""
"","Robert Pittenger","majority","2","Vice Chair","02141","P000606",""
"","Keith J. Rothfus","majority","3","","02158","R000598",""
"","Luke Messer","majority","4","","02130","M001189",""
"","Scott R. Tipton","majority","5","","01997","T000470",""
"","Roger Williams","majority","6","","02165","W000816",""
"","Bruce Poliquin","majority","7","","02247","P000611",""
"","Mia B. Love","majority","8","","02271","L000584",""
"","J. French Hill","majority","9","","02223","H001072",""
"","Tom Emmer","majority","10","","02253","E000294",""
"","Lee M. Zeldin","majority","11","","02261","Z000017",""
"","Warren Davidson","majority","12","","02296","D000626",""
"","Ted Budd","majority","13","","","B001305",""
"","David Kustoff","majority","14","","","K000392",""
"","Jeb Hensarling","majority","15","Ex Officio","01749","H001036",""
"","Ed Perlmutter","minority","1","Ranking Member","01835","P000593",""
"","Carolyn B. Maloney","minority","2","","00729","M000087",""
"","James A. Himes","minority","3","","01913","H001047",""
"","Bill Foster","minority","4","","01888","F000454",""
"","Daniel T. Kildee","minority","5","","02134","K000380",""
"","John K. Delaney","minority","6","","02133","D000620",""
"","Kyrsten Sinema","minority","7","","02099","S001191",""
"","Juan Vargas","minority","8","","02112","V000130",""
"","Josh Gottheimer","minority","9","","","G000583",""
"","Ruben J. Kihuen","minority","10","","","K000390",""
"","Stephen F. Lynch","minority","11","","01686","L000562",""
"","Maxine Waters","minority","12","Ex Officio","01205","W000187",""
"HSBA04","Sean P. Duffy","majority","1","Chair","02072","D000614",""
"","Dennis A. Ross","majority","2","Vice Chair","02003","R000593",""
"","Edward R. Royce","majority","3","","00998","R000487",""
"","Stevan Pearce","majority","4","","01738","P000588",""
"","Bill Posey","majority","5","","01915","P000599",""
"","Blaine Luetkemeyer","majority","6","","01931","L000569",""
"","Steve Stivers","majority","7","","02047","S001187",""
"","Randy Hultgren","majority","8","","02015","H001059",""
"","Keith J. Rothfus","majority","9","","02158","R000598",""
"","Lee M. Zeldin","majority","10","","02261","Z000017",""
"","David A. Trott","majority","11","","02250","T000475",""
"","Thomas MacArthur","majority","12","","02258","M001193",""
"","Ted Budd","majority","13","","","B001305",""
"","Jeb Hensarling","majority","14","Ex Officio","01749","H001036",""
"","Emanuel Cleaver","minority","1","Ranking Member","01790","C001061",""
"","Nydia M. Velázquez","minority","2","","01184","V000081",""
"","Michael E. Capuano","minority","3","","01564","C001037",""
"","Wm. Lacy Clay","minority","4","","01654","C001049",""
"","Brad Sherman","minority","5","","01526","S000344",""
"","Joyce Beatty","minority","6","","02153","B001281",""
"","Daniel T. Kildee","minority","7","","02134","K000380",""
"","John K. Delaney","minority","8","","02133","D000620",""
"","Ruben J. Kihuen","minority","9","","","K000390",""
"","Vicente Gonzalez","minority","10","","","G000581",""
"","Maxine Waters","minority","11","Ex Officio","01205","W000187",""
"HSBA09","Ann Wagner","majority","1","Chair","02137","W000812",""
"","Scott R. Tipton","majority","2","Vice Chair","01997","T000470",""
"","Peter T. King","majority","3","","00635","K000210",""
"","Patrick T. McHenry","majority","4","","01792","M001156",""
"","Dennis A. Ross","majority","5","","02003","R000593",""
"","Luke Messer","majority","6","","02130","M001189",""
"","Lee M. Zeldin","majority","7","","02261","Z000017",""
"","David A. Trott","majority","8","","02250","T000475",""
"","Barry Loudermilk","majority","9","","02238","L000583",""
"","David Kustoff","majority","10","","","K000392",""
"","Claudia Tenney","majority","11","","","T000478",""
"","Trey Hollingsworth","majority","12","","","H001074",""
"","Jeb Hensarling","majority","13","Ex Officio","01749","H001036",""
"","Al Green","minority","1","Ranking Member","01803","G000553",""
"","Keith Ellison","minority","2","","01857","E000288",""
"","Emanuel Cleaver","minority","3","","01790","C001061",""
"","Joyce Beatty","minority","4","","02153","B001281",""
"","Michael E. Capuano","minority","5","","01564","C001037",""
"","Gwen Moore","minority","6","","01811","M001160",""
"","Josh Gottheimer","minority","7","","","G000583",""
"","Vicente Gonzalez","minority","8","","","G000581",""
"","Charlie Crist","minority","9","","","C001111",""
"","Maxine Waters","minority","10","Ex Officio","01205","W000187",""
"HSBA15","Blaine Luetkemeyer","majority","1","Chair","01931","L000569",""
"","Keith J. Rothfus","majority","2","Vice Chair","02158","R000598",""
"","Edward R. Royce","majority","3","","00998","R000487",""
"","Frank D. Lucas","majority","4","","00711","L000491",""
"","Bill Posey","majority","5","","01915","P000599",""
"","Dennis A. Ross","majority","6","","02003","R000593",""
"","Robert Pittenger","majority","7","","02141","P000606",""
"","Andy Barr","majority","8","","02131","B001282",""
"","Scott R. Tipton","majority","9","","01997","T000470",""
"","Roger Williams","majority","10","","02165","W000816",""
"","Mia B. Love","majority","11","","02271","L000584",""
"","David A. Trott","majority","12","","02250","T000475",""
"","Barry Loudermilk","majority","13","","02238","L000583",""
"","David Kustoff","majority","14","","","K000392",""
"","Claudia Tenney","majority","15","","","T000478",""
"","Jeb Hensarling","majority","16","Ex Officio","01749","H001036",""
"","Wm. Lacy Clay","minority","1","Ranking Member","01654","C001049",""
"","Carolyn B. Maloney","minority","2","","00729","M000087",""
